Description,Scientific Name,Max Score,Total Score,Query Cover,E value,Per. ident,Acc. Len,Accession  
"Paraprevotella xylaniphila YIT 11841 16S ribosomal RNA, partial sequence",Paraprevotella xylaniphila YIT 11841,211,211,100%,1e-54,81.82,1481,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_041627.1?report=genbank&log$=nucltop&blast_rank=86&RID=8SC7JHW701N"",""NR_041627.1"")"
"Parapedobacter koreensis strain Jip14 16S ribosomal RNA, partial sequence",Parapedobacter koreensis,211,211,100%,1e-54,82.10,1481,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_043933.1?report=genbank&log$=nucltop&blast_rank=87&RID=8SC7JHW701N"",""NR_043933.1"")"
"Olivibacter sitiensis strain AW-6 16S ribosomal RNA, partial sequence",Olivibacter sitiensis,211,211,100%,1e-54,82.10,1477,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_043805.1?report=genbank&log$=nucltop&blast_rank=88&RID=8SC7JHW701N"",""NR_043805.1"")"
"Porphyromonas crevioricanis strain VPB 4875 16S ribosomal RNA, partial sequence",Porphyromonas crevioricanis,211,211,100%,1e-54,81.96,1483,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_026137.1?report=genbank&log$=nucltop&blast_rank=89&RID=8SC7JHW701N"",""NR_026137.1"")"
"Cruoricaptor ignavus strain IMMIB L-12475 16S ribosomal RNA, partial sequence",Cruoricaptor ignavus,211,211,100%,1e-54,81.82,1535,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_108875.1?report=genbank&log$=nucltop&blast_rank=90&RID=8SC7JHW701N"",""NR_108875.1"")"
"Dysgonomonas capnocytophagoides strain CDC F9047 16S ribosomal RNA, partial sequence",Dysgonomonas capnocytophagoides,207,207,100%,2e-53,81.64,1471,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_044778.1?report=genbank&log$=nucltop&blast_rank=91&RID=8SC7JHW701N"",""NR_044778.1"")"
"Porphyromonas crevioricanis strain ATCC 55563 16S ribosomal RNA, partial sequence",Porphyromonas crevioricanis,207,207,100%,2e-53,81.64,1430,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_112783.1?report=genbank&log$=nucltop&blast_rank=92&RID=8SC7JHW701N"",""NR_112783.1"")"
"Dysgonomonas alginatilytica strain HUA-2 16S ribosomal RNA, partial sequence",Dysgonomonas alginatilytica,206,206,100%,7e-53,81.50,1450,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_137388.1?report=genbank&log$=nucltop&blast_rank=93&RID=8SC7JHW701N"",""NR_137388.1"")"
"Sphingobacterium jejuense strain GJ30-7 16S ribosomal RNA, partial sequence",Sphingobacterium jejuense,206,206,100%,7e-53,81.85,1452,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_152666.1?report=genbank&log$=nucltop&blast_rank=94&RID=8SC7JHW701N"",""NR_152666.1"")"
"Pontibacter chinhatensis strain LP51 16S ribosomal RNA, partial sequence",Pontibacter chinhatensis,206,206,100%,7e-53,81.71,1435,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_136486.1?report=genbank&log$=nucltop&blast_rank=95&RID=8SC7JHW701N"",""NR_136486.1"")"
"Pontibacter humi strain SWU8 16S ribosomal RNA, partial sequence",Pontibacter humi,206,206,100%,7e-53,81.85,1447,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_134791.1?report=genbank&log$=nucltop&blast_rank=96&RID=8SC7JHW701N"",""NR_134791.1"")"
"Sphingobacterium arenae strain H-12 16S ribosomal RNA, partial sequence",Sphingobacterium arenae,206,206,100%,7e-53,81.64,1387,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_125654.1?report=genbank&log$=nucltop&blast_rank=97&RID=8SC7JHW701N"",""NR_125654.1"")"
"Paludibacter propionicigenes WB4 16S ribosomal RNA, partial sequence",Paludibacter propionicigenes WB4,206,206,100%,7e-53,81.42,1516,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_074577.1?report=genbank&log$=nucltop&blast_rank=98&RID=8SC7JHW701N"",""NR_074577.1"")"
"Bacteroides helcogenes strain P 36-108 16S ribosomal RNA, partial sequence",Bacteroides helcogenes,206,206,100%,7e-53,81.71,1513,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_074546.1?report=genbank&log$=nucltop&blast_rank=99&RID=8SC7JHW701N"",""NR_074546.1"")"
"Pontibacter chitinilyticus strain 17gy-14 16S ribosomal RNA, partial sequence",Pontibacter chitinilyticus,206,206,100%,7e-53,81.78,1487,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_164952.1?report=genbank&log$=nucltop&blast_rank=100&RID=8SC7JHW701N"",""NR_164952.1"")"



		


