Description,Scientific Name,Max Score,Total Score,Query Cover,E value,Per. ident,Acc. Len,Accession  
"Bacteroides intestinalis strain 341 16S ribosomal RNA, partial sequence",Bacteroides intestinalis,217,217,100%,3e-56,82.63,1484,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_041307.1?report=genbank&log$=nucltop&blast_rank=86&RID=44S0GWNW016"",""NR_041307.1"")"
"Parapedobacter soli strain DCY14 16S ribosomal RNA, partial sequence",Parapedobacter soli,217,217,100%,3e-56,82.49,1468,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_044119.1?report=genbank&log$=nucltop&blast_rank=87&RID=44S0GWNW016"",""NR_044119.1"")"
"Parapedobacter koreensis strain Jip14 16S ribosomal RNA, partial sequence",Parapedobacter koreensis,217,217,100%,3e-56,82.49,1481,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_043933.1?report=genbank&log$=nucltop&blast_rank=88&RID=44S0GWNW016"",""NR_043933.1"")"
"Dysgonomonas hofstadii JCM 17038 16S ribosomal RNA, partial sequence",Dysgonomonas hofstadii JCM 17038,217,217,100%,3e-56,82.49,1474,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_113230.1?report=genbank&log$=nucltop&blast_rank=89&RID=44S0GWNW016"",""NR_113230.1"")"
"Dysgonomonas gadei ATCC BAA-286 strain JCM 16698 16S ribosomal RNA, partial sequence",Dysgonomonas gadei ATCC BAA-286,217,217,100%,3e-56,82.35,1488,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_113134.1?report=genbank&log$=nucltop&blast_rank=90&RID=44S0GWNW016"",""NR_113134.1"")"
"Porphyromonas levii DSM 23370 strain JCM 13866 16S ribosomal RNA, partial sequence",Porphyromonas levii DSM 23370,217,217,100%,3e-56,82.35,1495,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_113089.1?report=genbank&log$=nucltop&blast_rank=91&RID=44S0GWNW016"",""NR_113089.1"")"
"Bacteroides rodentium JCM 16496 16S ribosomal RNA, partial sequence",Bacteroides rodentium JCM 16496,217,217,100%,3e-56,82.76,1488,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_113072.1?report=genbank&log$=nucltop&blast_rank=92&RID=44S0GWNW016"",""NR_113072.1"")"
"Dysgonomonas hofstadii strain MX 1040 16S ribosomal RNA, partial sequence",Dysgonomonas hofstadii,217,217,100%,3e-56,82.49,1504,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_116958.1?report=genbank&log$=nucltop&blast_rank=93&RID=44S0GWNW016"",""NR_116958.1"")"
"Porphyromonas levii DSM 23370 strain ATCC 29147 16S ribosomal RNA, partial sequence",Porphyromonas levii DSM 23370,217,217,100%,3e-56,82.35,1375,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_116810.1?report=genbank&log$=nucltop&blast_rank=94&RID=44S0GWNW016"",""NR_116810.1"")"
"Geofilum rubicundum JCM 15548 strain JAM-BA0501 16S ribosomal RNA, partial sequence",Geofilum rubicundum JCM 15548,217,217,100%,3e-56,82.28,1440,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_112717.1?report=genbank&log$=nucltop&blast_rank=95&RID=44S0GWNW016"",""NR_112717.1"")"
"Parapedobacter luteus strain 4M29 16S ribosomal RNA, partial sequence",Parapedobacter luteus,217,217,100%,3e-56,82.35,1463,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_104534.1?report=genbank&log$=nucltop&blast_rank=96&RID=44S0GWNW016"",""NR_104534.1"")"
"Parapedobacter deserti strain N5SSJ16 16S ribosomal RNA, partial sequence",Parapedobacter deserti,211,211,100%,1e-54,82.10,1413,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_157620.1?report=genbank&log$=nucltop&blast_rank=97&RID=44S0GWNW016"",""NR_157620.1"")"
"Pontibacter lucknowensis strain DM9 16S ribosomal RNA, partial sequence",Pontibacter lucknowensis,211,211,100%,1e-54,82.31,1400,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_109478.1?report=genbank&log$=nucltop&blast_rank=98&RID=44S0GWNW016"",""NR_109478.1"")"
"Pontibacter ramchanderi strain LP43 16S ribosomal RNA, partial sequence",Pontibacter ramchanderi,211,211,100%,1e-54,82.31,1401,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_109634.1?report=genbank&log$=nucltop&blast_rank=99&RID=44S0GWNW016"",""NR_109634.1"")"
"Porphyromonas loveana strain UQD444 16S ribosomal RNA, partial sequence",Porphyromonas loveana,211,211,100%,1e-54,82.03,1492,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_152035.1?report=genbank&log$=nucltop&blast_rank=100&RID=44S0GWNW016"",""NR_152035.1"")"



		


