Description,Scientific Name,Max Score,Total Score,Query Cover,E value,Per. ident,Acc. Len,Accession  
"Porphyromonas crevioricanis strain JCM 15906 16S ribosomal RNA, partial sequence",Porphyromonas crevioricanis,219,219,100%,8e-57,82.56,1492,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_113084.1?report=genbank&log$=nucltop&blast_rank=85&RID=8SCEZZ6101N"",""NR_113084.1"")"
"Porphyromonas crevioricanis strain JCM 13913 16S ribosomal RNA, partial sequence",Porphyromonas crevioricanis,219,219,100%,8e-57,82.56,1492,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_113081.1?report=genbank&log$=nucltop&blast_rank=86&RID=8SCEZZ6101N"",""NR_113081.1"")"
"Porphyromonas gingivalis ATCC 33277 16S ribosomal RNA, partial sequence",Porphyromonas gingivalis ATCC 33277,219,219,100%,8e-57,82.49,1462,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_114574.1?report=genbank&log$=nucltop&blast_rank=87&RID=8SCEZZ6101N"",""NR_114574.1"")"
"Dysgonomonas gadei ATCC BAA-286 strain 1145589 16S ribosomal RNA, partial sequence",Dysgonomonas gadei ATCC BAA-286,219,219,100%,8e-57,82.42,1464,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_026505.1?report=genbank&log$=nucltop&blast_rank=88&RID=8SCEZZ6101N"",""NR_026505.1"")"
"Porphyromonas crevioricanis strain VPB 4875 16S ribosomal RNA, partial sequence",Porphyromonas crevioricanis,219,219,100%,8e-57,82.56,1483,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_026137.1?report=genbank&log$=nucltop&blast_rank=89&RID=8SCEZZ6101N"",""NR_026137.1"")"
"Bacteroides coprosuis DSM 18011 strain PC139 16S ribosomal RNA, partial sequence",Bacteroides coprosuis DSM 18011,217,217,100%,3e-56,82.42,1479,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_114887.2?report=genbank&log$=nucltop&blast_rank=90&RID=8SCEZZ6101N"",""NR_114887.2"")"
"Pontibacter indicus strain LP100 16S ribosomal RNA, partial sequence",Pontibacter indicus,213,213,100%,4e-55,82.17,1426,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_125665.1?report=genbank&log$=nucltop&blast_rank=91&RID=8SCEZZ6101N"",""NR_125665.1"")"
"Bacteroides thetaiotaomicron strain VPI-5482 16S ribosomal RNA, partial sequence",Bacteroides thetaiotaomicron,213,213,100%,4e-55,81.96,1483,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_074277.1?report=genbank&log$=nucltop&blast_rank=92&RID=8SCEZZ6101N"",""NR_074277.1"")"
"Pontibacter virosus strain W14 16S ribosomal RNA, partial sequence",Pontibacter virosus,213,213,100%,4e-55,82.31,1430,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_152664.1?report=genbank&log$=nucltop&blast_rank=93&RID=8SCEZZ6101N"",""NR_152664.1"")"
"Bacteroides faecichinchillae JCM 17102 16S ribosomal RNA, partial sequence",Bacteroides faecichinchillae JCM 17102,213,213,100%,4e-55,81.96,1486,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_113206.1?report=genbank&log$=nucltop&blast_rank=94&RID=8SCEZZ6101N"",""NR_113206.1"")"
"Pontibacter lucknowensis strain DM9 16S ribosomal RNA, partial sequence",Pontibacter lucknowensis,213,213,100%,4e-55,82.31,1400,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_109478.1?report=genbank&log$=nucltop&blast_rank=95&RID=8SCEZZ6101N"",""NR_109478.1"")"
"Proteiniphilum saccharofermentans strain M3/6 16S ribosomal RNA, partial sequence",Proteiniphilum saccharofermentans,213,213,100%,4e-55,82.10,1416,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_148807.1?report=genbank&log$=nucltop&blast_rank=96&RID=8SCEZZ6101N"",""NR_148807.1"")"
"Bacteroides faecis MAJ27 16S ribosomal RNA, partial sequence",Bacteroides faecis MAJ27,213,213,100%,4e-55,81.96,1458,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_117387.1?report=genbank&log$=nucltop&blast_rank=97&RID=8SCEZZ6101N"",""NR_117387.1"")"
"Pontibacter salisaro strain HMC5104 16S ribosomal RNA, partial sequence",Pontibacter salisaro,213,213,100%,4e-55,82.31,1401,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_116853.1?report=genbank&log$=nucltop&blast_rank=98&RID=8SCEZZ6101N"",""NR_116853.1"")"
"Bacteroides uniformis strain JCM 5828 16S ribosomal RNA, partial sequence",Bacteroides uniformis,213,213,100%,4e-55,81.96,1425,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_040866.1?report=genbank&log$=nucltop&blast_rank=99&RID=8SCEZZ6101N"",""NR_040866.1"")"
"Bacteroides graminisolvens strain XDT-1 16S ribosomal RNA, partial sequence",Bacteroides graminisolvens,213,213,100%,4e-55,81.96,1415,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_041642.1?report=genbank&log$=nucltop&blast_rank=100&RID=8SCEZZ6101N"",""NR_041642.1"")"



		


