Description,Scientific Name,Max Score,Total Score,Query Cover,E value,Per. ident,Acc. Len,Accession  
"Porphyromonas circumdentaria strain NCTC 12469 16S ribosomal RNA, partial sequence",Porphyromonas circumdentaria,211,211,100%,1e-54,82.10,1470,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_044639.1?report=genbank&log$=nucltop&blast_rank=87&RID=8SCDDADF01N"",""NR_044639.1"")"
"Parapedobacter pyrenivorans strain P-4 16S ribosomal RNA, partial sequence",Parapedobacter pyrenivorans,209,209,100%,5e-54,81.89,1490,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_109750.1?report=genbank&log$=nucltop&blast_rank=88&RID=8SCDDADF01N"",""NR_109750.1"")"
"Pontibacter ummariensis strain NKM1 16S ribosomal RNA, partial sequence",Pontibacter ummariensis,209,209,100%,5e-54,82.10,1441,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_148654.1?report=genbank&log$=nucltop&blast_rank=89&RID=8SCDDADF01N"",""NR_148654.1"")"
"Parapedobacter defluvii strain WY-1 16S ribosomal RNA, partial sequence",Parapedobacter defluvii,209,209,100%,5e-54,82.03,1486,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_159131.1?report=genbank&log$=nucltop&blast_rank=90&RID=8SCDDADF01N"",""NR_159131.1"")"
"Pedobacter humicola strain R135 16S ribosomal RNA, partial sequence",Pedobacter humicola,209,209,100%,5e-54,81.82,1449,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_149278.1?report=genbank&log$=nucltop&blast_rank=91&RID=8SCDDADF01N"",""NR_149278.1"")"
"Parabacteroides chinchillae strain JCM 17104 16S ribosomal RNA, partial sequence",Parabacteroides chinchillae,209,209,100%,5e-54,81.82,1489,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_113208.1?report=genbank&log$=nucltop&blast_rank=92&RID=8SCDDADF01N"",""NR_113208.1"")"
"Paludibacter propionicigenes WB4 16S ribosomal RNA, partial sequence",Paludibacter propionicigenes WB4,209,209,100%,5e-54,82.10,1516,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_074577.1?report=genbank&log$=nucltop&blast_rank=93&RID=8SCDDADF01N"",""NR_074577.1"")"
"Hymenobacter oligotrophus strain sh-6 16S ribosomal RNA, partial sequence",Hymenobacter oligotrophus,209,209,100%,5e-54,81.96,1421,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_164978.1?report=genbank&log$=nucltop&blast_rank=94&RID=8SCDDADF01N"",""NR_164978.1"")"
"Pedobacter miscanthi strain RS10 16S ribosomal RNA, partial sequence",Pedobacter miscanthi,209,209,100%,5e-54,81.82,1444,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_164958.1?report=genbank&log$=nucltop&blast_rank=95&RID=8SCDDADF01N"",""NR_164958.1"")"
"Pedobacter kyungheensis strain THG-T17 16S ribosomal RNA, partial sequence",Pedobacter kyungheensis,209,209,100%,5e-54,81.82,1253,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_132668.1?report=genbank&log$=nucltop&blast_rank=96&RID=8SCDDADF01N"",""NR_132668.1"")"
"Pontibacter aurantiacus strain NP1 16S ribosomal RNA, partial sequence",Pontibacter aurantiacus,209,209,100%,5e-54,82.17,1459,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_156895.1?report=genbank&log$=nucltop&blast_rank=97&RID=8SCDDADF01N"",""NR_156895.1"")"
"Pedobacter ginsenosidimutans strain THG-45 16S ribosomal RNA, partial sequence",Pedobacter ginsenosidimutans,209,209,100%,5e-54,81.82,1443,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_108685.1?report=genbank&log$=nucltop&blast_rank=98&RID=8SCDDADF01N"",""NR_108685.1"")"
"Pedobacter kyonggii strain K-4-11-1 16S ribosomal RNA, partial sequence",Pedobacter kyonggii,209,209,100%,5e-54,81.82,1447,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_159165.1?report=genbank&log$=nucltop&blast_rank=99&RID=8SCDDADF01N"",""NR_159165.1"")"
"Saccharicrinis carchari strain SS12 16S ribosomal RNA, partial sequence",Saccharicrinis carchari,209,209,100%,5e-54,81.96,1483,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_134164.1?report=genbank&log$=nucltop&blast_rank=100&RID=8SCDDADF01N"",""NR_134164.1"")"



		


