Description,Scientific Name,Max Score,Total Score,Query Cover,E value,Per. ident,Acc. Len,Accession  
"Marinilabilia nitratireducens strain AK2 16S ribosomal RNA, partial sequence",Marinilabilia nitratireducens,217,217,100%,3e-56,82.56,1403,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_132609.1?report=genbank&log$=nucltop&blast_rank=86&RID=44S5TNSM016"",""NR_132609.1"")"
"Porphyromonas loveana strain UQD444 16S ribosomal RNA, partial sequence",Porphyromonas loveana,217,217,100%,3e-56,82.49,1492,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_152035.1?report=genbank&log$=nucltop&blast_rank=87&RID=44S5TNSM016"",""NR_152035.1"")"
"Porphyromonas crevioricanis strain NUM 402 16S ribosomal RNA, partial sequence",Porphyromonas crevioricanis,217,217,100%,3e-56,82.49,1454,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_104834.1?report=genbank&log$=nucltop&blast_rank=88&RID=44S5TNSM016"",""NR_104834.1"")"
"Bacteroides caecicola strain C13EG70 16S ribosomal RNA, partial sequence",Bacteroides caecicola,217,217,100%,3e-56,82.35,1492,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_148821.1?report=genbank&log$=nucltop&blast_rank=89&RID=44S5TNSM016"",""NR_148821.1"")"
"Porphyromonas gingivalis ATCC 33277 16S ribosomal RNA, partial sequence",Porphyromonas gingivalis ATCC 33277,217,217,100%,3e-56,82.49,1475,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_074234.1?report=genbank&log$=nucltop&blast_rank=90&RID=44S5TNSM016"",""NR_074234.1"")"
"Porphyromonas gingivalis ATCC 33277 16S ribosomal RNA, partial sequence",Porphyromonas gingivalis ATCC 33277,217,217,100%,3e-56,82.49,1363,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_114638.1?report=genbank&log$=nucltop&blast_rank=91&RID=44S5TNSM016"",""NR_114638.1"")"
"Porphyromonas gingivalis ATCC 33277 16S ribosomal RNA, partial sequence",Porphyromonas gingivalis ATCC 33277,217,217,100%,3e-56,82.49,1462,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_114574.1?report=genbank&log$=nucltop&blast_rank=92&RID=44S5TNSM016"",""NR_114574.1"")"
"Bacteroides heparinolyticus strain HEP 16S ribosomal RNA, partial sequence",Bacteroides heparinolyticus,217,217,100%,3e-56,82.42,1476,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_044633.1?report=genbank&log$=nucltop&blast_rank=93&RID=44S5TNSM016"",""NR_044633.1"")"
"Porphyromonas crevioricanis strain ATCC 55563 16S ribosomal RNA, partial sequence",Porphyromonas crevioricanis,217,217,100%,3e-56,82.49,1261,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_115856.1?report=genbank&log$=nucltop&blast_rank=94&RID=44S5TNSM016"",""NR_115856.1"")"
"Bacteroides caccae strain ATCC 43185 16S ribosomal RNA, partial sequence",Bacteroides caccae,217,217,100%,3e-56,82.35,1422,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_026242.1?report=genbank&log$=nucltop&blast_rank=95&RID=44S5TNSM016"",""NR_026242.1"")"
"Porphyromonas crevioricanis strain VPB 4875 16S ribosomal RNA, partial sequence",Porphyromonas crevioricanis,217,217,100%,3e-56,82.49,1483,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_026137.1?report=genbank&log$=nucltop&blast_rank=96&RID=44S5TNSM016"",""NR_026137.1"")"
"Porphyromonas gingivalis strain JCM 12257 16S ribosomal RNA, partial sequence",Porphyromonas gingivalis,217,217,100%,3e-56,82.49,1493,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_113086.1?report=genbank&log$=nucltop&blast_rank=97&RID=44S5TNSM016"",""NR_113086.1"")"
"Porphyromonas crevioricanis strain JCM 15906 16S ribosomal RNA, partial sequence",Porphyromonas crevioricanis,217,217,100%,3e-56,82.49,1492,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_113084.1?report=genbank&log$=nucltop&blast_rank=98&RID=44S5TNSM016"",""NR_113084.1"")"
"Porphyromonas crevioricanis strain JCM 13913 16S ribosomal RNA, partial sequence",Porphyromonas crevioricanis,217,217,100%,3e-56,82.49,1492,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_113081.1?report=genbank&log$=nucltop&blast_rank=99&RID=44S5TNSM016"",""NR_113081.1"")"
"Bacteroides fluxus YIT 12057 strain JCM 16101 16S ribosomal RNA, partial sequence",Bacteroides fluxus YIT 12057,217,217,100%,3e-56,82.49,1486,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_113068.1?report=genbank&log$=nucltop&blast_rank=100&RID=44S5TNSM016"",""NR_113068.1"")"



		


