Description,Scientific Name,Max Score,Total Score,Query Cover,E value,Per. ident,Acc. Len,Accession  
"Parabacteroides merdae strain JCM 9497 16S ribosomal RNA, partial sequence",Parabacteroides merdae,217,217,100%,3e-56,82.56,1492,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_041343.1?report=genbank&log$=nucltop&blast_rank=88&RID=44RNU00S013"",""NR_041343.1"")"
"Paludibacter propionicigenes WB4 16S ribosomal RNA, partial sequence",Paludibacter propionicigenes WB4,217,217,100%,3e-56,82.35,1447,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_040925.1?report=genbank&log$=nucltop&blast_rank=89&RID=44RNU00S013"",""NR_040925.1"")"
"Pedobacter rhizosphaerae strain 01-96 16S ribosomal RNA, partial sequence",Pedobacter rhizosphaerae,217,217,100%,3e-56,82.35,1486,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_122096.1?report=genbank&log$=nucltop&blast_rank=90&RID=44RNU00S013"",""NR_122096.1"")"
"Parabacteroides johnsonii strain M-165 16S ribosomal RNA, partial sequence",Parabacteroides johnsonii,217,217,100%,3e-56,82.56,1492,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_041464.1?report=genbank&log$=nucltop&blast_rank=91&RID=44RNU00S013"",""NR_041464.1"")"
"Parabacteroides goldsteinii DSM 19448 = WAL 12034 strain JCM 13446 16S ribosomal RNA, partial sequence",Parabacteroides goldsteinii DSM 19448 = WAL 12034,217,217,100%,3e-56,82.42,1476,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_113076.1?report=genbank&log$=nucltop&blast_rank=92&RID=44RNU00S013"",""NR_113076.1"")"
"Porphyromonas gingivalis ATCC 33277 16S ribosomal RNA, partial sequence",Porphyromonas gingivalis ATCC 33277,211,211,100%,1e-54,82.03,1472,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_040838.1?report=genbank&log$=nucltop&blast_rank=93&RID=44RNU00S013"",""NR_040838.1"")"
"Pontibacter ruber strain JC213 16S ribosomal RNA, partial sequence",Pontibacter ruber,211,211,100%,1e-54,82.10,1355,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_133823.1?report=genbank&log$=nucltop&blast_rank=94&RID=44RNU00S013"",""NR_133823.1"")"
"Pontibacter chitinilyticus strain 17gy-14 16S ribosomal RNA, partial sequence",Pontibacter chitinilyticus,211,211,100%,1e-54,82.10,1487,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_164952.1?report=genbank&log$=nucltop&blast_rank=95&RID=44RNU00S013"",""NR_164952.1"")"
"Parapedobacter lycopersici strain T16R-256 16S ribosomal RNA, partial sequence",Parapedobacter lycopersici,211,211,100%,1e-54,82.10,1476,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_158085.1?report=genbank&log$=nucltop&blast_rank=96&RID=44RNU00S013"",""NR_158085.1"")"
"Bacteroides stercoris ATCC 43183 16S ribosomal RNA, partial sequence",Bacteroides stercoris ATCC 43183,211,211,100%,1e-54,81.82,1342,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_027196.1?report=genbank&log$=nucltop&blast_rank=97&RID=44RNU00S013"",""NR_027196.1"")"
"Parapedobacter defluvii strain WY-1 16S ribosomal RNA, partial sequence",Parapedobacter defluvii,211,211,100%,1e-54,82.10,1486,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_159131.1?report=genbank&log$=nucltop&blast_rank=98&RID=44RNU00S013"",""NR_159131.1"")"
"Nubsella zeaxanthinifaciens strain NBRC 102579 16S ribosomal RNA, partial sequence",Nubsella zeaxanthinifaciens,211,211,100%,1e-54,81.89,1445,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_114146.1?report=genbank&log$=nucltop&blast_rank=99&RID=44RNU00S013"",""NR_114146.1"")"
"Saccharicrinis carchari strain SS12 16S ribosomal RNA, partial sequence",Saccharicrinis carchari,211,211,100%,1e-54,81.96,1483,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_134164.1?report=genbank&log$=nucltop&blast_rank=100&RID=44RNU00S013"",""NR_134164.1"")"



		


