Description,Scientific Name,Max Score,Total Score,Query Cover,E value,Per. ident,Acc. Len,Accession  
"Pontibacter mucosus strain PB3 16S ribosomal RNA, partial sequence",Pontibacter mucosus,239,239,100%,6e-63,83.98,1432,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_149281.1?report=genbank&log$=nucltop&blast_rank=87&RID=44RUNFEM016"",""NR_149281.1"")"
"Pontibacter chinhatensis strain LP51 16S ribosomal RNA, partial sequence",Pontibacter chinhatensis,239,239,100%,6e-63,83.98,1435,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_136486.1?report=genbank&log$=nucltop&blast_rank=88&RID=44RUNFEM016"",""NR_136486.1"")"
"Pontibacter rugosus strain KYW1030 16S ribosomal RNA, partial sequence",Pontibacter rugosus,239,239,100%,6e-63,83.86,1441,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_152663.1?report=genbank&log$=nucltop&blast_rank=89&RID=44RUNFEM016"",""NR_152663.1"")"
"Rufibacter sediminis strain H-1 16S ribosomal RNA, partial sequence",Rufibacter sediminis,239,239,100%,6e-63,84.05,1385,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_171461.1?report=genbank&log$=nucltop&blast_rank=90&RID=44RUNFEM016"",""NR_171461.1"")"
"Parabacteroides distasonis ATCC 8503 16S ribosomal RNA, partial sequence",Parabacteroides distasonis ATCC 8503,239,239,100%,6e-63,83.98,1497,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_074376.1?report=genbank&log$=nucltop&blast_rank=91&RID=44RUNFEM016"",""NR_074376.1"")"
"Rufibacter tibetensis strain 1351 16S ribosomal RNA, partial sequence",Rufibacter tibetensis,239,239,100%,6e-63,84.05,1411,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_116350.1?report=genbank&log$=nucltop&blast_rank=92&RID=44RUNFEM016"",""NR_116350.1"")"
"Macellibacteroides fermentans strain LIND7H 16S ribosomal RNA, partial sequence",Macellibacteroides fermentans,239,239,100%,6e-63,83.86,1502,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_117913.1?report=genbank&log$=nucltop&blast_rank=93&RID=44RUNFEM016"",""NR_117913.1"")"
"Bacteroides pyogenes strain JCM 6294 16S ribosomal RNA, partial sequence",Bacteroides pyogenes,239,239,100%,6e-63,83.92,1461,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_041281.1?report=genbank&log$=nucltop&blast_rank=94&RID=44RUNFEM016"",""NR_041281.1"")"
"Porphyromonas somerae DSM 23386 16S ribosomal RNA, partial sequence",Porphyromonas somerae DSM 23386,239,239,100%,6e-63,83.98,1466,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_043312.1?report=genbank&log$=nucltop&blast_rank=95&RID=44RUNFEM016"",""NR_043312.1"")"
"Parabacteroides distasonis strain JCM 5825 16S ribosomal RNA, partial sequence",Parabacteroides distasonis,239,239,100%,6e-63,83.98,1488,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_041342.1?report=genbank&log$=nucltop&blast_rank=96&RID=44RUNFEM016"",""NR_041342.1"")"
"Bacteroides barnesiae strain BL2 16S ribosomal RNA, partial sequence",Phocaeicola barnesiae,239,239,100%,6e-63,83.86,1456,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_041446.1?report=genbank&log$=nucltop&blast_rank=97&RID=44RUNFEM016"",""NR_041446.1"")"
"Porphyromonas somerae DSM 23386 strain JCM 13867 16S ribosomal RNA, partial sequence",Porphyromonas somerae DSM 23386,239,239,100%,6e-63,83.98,1486,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_113090.1?report=genbank&log$=nucltop&blast_rank=98&RID=44RUNFEM016"",""NR_113090.1"")"
"Porphyromonas levii DSM 23370 strain JCM 13866 16S ribosomal RNA, partial sequence",Porphyromonas levii DSM 23370,239,239,100%,6e-63,83.92,1495,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_113089.1?report=genbank&log$=nucltop&blast_rank=99&RID=44RUNFEM016"",""NR_113089.1"")"
"Porphyromonas cangingivalis strain JCM 15983 16S ribosomal RNA, partial sequence",Porphyromonas cangingivalis,239,239,100%,6e-63,83.98,1493,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_113080.1?report=genbank&log$=nucltop&blast_rank=100&RID=44RUNFEM016"",""NR_113080.1"")"



		


