Description,Scientific Name,Max Score,Total Score,Query Cover,E value,Per. ident,Acc. Len,Accession  
"Faecalimonas umbilicata strain EGH7 16S ribosomal RNA, partial sequence",Faecalimonas umbilicata,316,497,99%,4e-86,89.37,1492,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_156907.1?report=genbank&log$=nucltop&blast_rank=88&RID=8SD7D24101N"",""NR_156907.1"")"
"[Clostridium] bolteae strain 16351 16S ribosomal RNA, partial sequence",Enterocloster bolteae,316,508,99%,4e-86,89.29,1498,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_025567.1?report=genbank&log$=nucltop&blast_rank=89&RID=8SD7D24101N"",""NR_025567.1"")"
"Blautia argi strain N6H1-15 16S ribosomal RNA, partial sequence",Blautia argi,316,513,99%,4e-86,89.37,1409,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_171444.1?report=genbank&log$=nucltop&blast_rank=90&RID=8SD7D24101N"",""NR_171444.1"")"
"Blautia argi strain KCTC 15426 16S ribosomal RNA, complete sequence",Blautia argi,316,513,99%,4e-86,89.37,1528,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_171392.1?report=genbank&log$=nucltop&blast_rank=91&RID=8SD7D24101N"",""NR_171392.1"")"
"Blautia argi strain KCTC 15426 16S ribosomal RNA, complete sequence",Blautia argi,316,513,99%,4e-86,89.37,1531,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_171390.1?report=genbank&log$=nucltop&blast_rank=92&RID=8SD7D24101N"",""NR_171390.1"")"
"[Clostridium] populeti strain 743A 16S ribosomal RNA, partial sequence",[Clostridium] populeti,316,508,99%,4e-86,89.33,1489,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_026103.1?report=genbank&log$=nucltop&blast_rank=93&RID=8SD7D24101N"",""NR_026103.1"")"
"Coprococcus comes ATCC 27758 16S ribosomal RNA, partial sequence",Coprococcus comes ATCC 27758,316,491,99%,4e-86,89.33,1453,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_044048.1?report=genbank&log$=nucltop&blast_rank=94&RID=8SD7D24101N"",""NR_044048.1"")"
"Blautia hansenii DSM 20583 strain ATCC 27752 16S ribosomal RNA, partial sequence",Blautia hansenii DSM 20583,313,506,99%,6e-85,88.14,1451,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_118731.1?report=genbank&log$=nucltop&blast_rank=95&RID=8SD7D24101N"",""NR_118731.1"")"
"Fusicatenibacter saccharivorans strain HT03-11 16S ribosomal RNA, partial sequence",Fusicatenibacter saccharivorans,311,502,99%,2e-84,88.89,1423,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_114326.1?report=genbank&log$=nucltop&blast_rank=96&RID=8SD7D24101N"",""NR_114326.1"")"
"Eisenbergiella massiliensis strain AT11 16S ribosomal RNA, partial sequence",Eisenbergiella massiliensis,311,513,99%,2e-84,88.98,1495,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_144731.1?report=genbank&log$=nucltop&blast_rank=97&RID=8SD7D24101N"",""NR_144731.1"")"
"Lachnoanaerobaculum umeaense strain CD3: 22 16S ribosomal RNA, partial sequence",Lachnoanaerobaculum umeaense,311,480,99%,2e-84,88.89,1594,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_116814.1?report=genbank&log$=nucltop&blast_rank=98&RID=8SD7D24101N"",""NR_116814.1"")"
"Anaerotaenia torta strain FH052 16S ribosomal RNA, partial sequence",Anaerotaenia torta,311,502,99%,2e-84,88.89,1479,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_151894.1?report=genbank&log$=nucltop&blast_rank=99&RID=8SD7D24101N"",""NR_151894.1"")"
"Lactonifactor longoviformis strain ED-Mt61/PYG-s6 16S ribosomal RNA, partial sequence",Lactonifactor longoviformis,311,502,99%,2e-84,88.98,1438,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_043551.1?report=genbank&log$=nucltop&blast_rank=100&RID=8SD7D24101N"",""NR_043551.1"")"



		


