Description,Scientific Name,Max Score,Total Score,Query Cover,E value,Per. ident,Acc. Len,Accession  
"Geofilum rubicundum JCM 15548 strain JAM-BA0501 16S ribosomal RNA, partial sequence",Geofilum rubicundum JCM 15548,209,209,99%,5e-54,81.82,1440,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_112717.1?report=genbank&log$=nucltop&blast_rank=85&RID=8SCGKPPM016"",""NR_112717.1"")"
"Porphyromonas gingivalis ATCC 33277 16S ribosomal RNA, partial sequence",Porphyromonas gingivalis ATCC 33277,209,209,99%,5e-54,82.17,1462,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_114574.1?report=genbank&log$=nucltop&blast_rank=86&RID=8SCGKPPM016"",""NR_114574.1"")"
"Porphyromonas gingivalis ATCC 33277 16S ribosomal RNA, partial sequence",Porphyromonas gingivalis ATCC 33277,209,209,99%,5e-54,82.17,1363,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_114638.1?report=genbank&log$=nucltop&blast_rank=87&RID=8SCGKPPM016"",""NR_114638.1"")"
"Porphyromonas canoris strain JCM 16132 16S ribosomal RNA, partial sequence",Porphyromonas canoris,209,209,99%,5e-54,81.96,1493,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_104686.1?report=genbank&log$=nucltop&blast_rank=88&RID=8SCGKPPM016"",""NR_104686.1"")"
"Bacteroides timonensis AP1 16S ribosomal RNA, partial sequence",Bacteroides timonensis AP1,204,204,99%,2e-52,81.57,1315,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_144704.1?report=genbank&log$=nucltop&blast_rank=89&RID=8SCGKPPM016"",""NR_144704.1"")"
"Proteiniphilum saccharofermentans strain M3/6 16S ribosomal RNA, partial sequence",Proteiniphilum saccharofermentans,204,204,99%,2e-52,81.64,1416,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_148807.1?report=genbank&log$=nucltop&blast_rank=90&RID=8SCGKPPM016"",""NR_148807.1"")"
"Dysgonomonas hofstadii JCM 17038 16S ribosomal RNA, partial sequence",Dysgonomonas hofstadii JCM 17038,204,204,99%,2e-52,81.57,1474,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_113230.1?report=genbank&log$=nucltop&blast_rank=91&RID=8SCGKPPM016"",""NR_113230.1"")"
"Paraprevotella xylaniphila strain JCM 14860 16S ribosomal RNA, partial sequence",Paraprevotella xylaniphila,204,204,99%,2e-52,81.27,1488,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_113078.1?report=genbank&log$=nucltop&blast_rank=92&RID=8SCGKPPM016"",""NR_113078.1"")"
"Bacteroides pyogenes strain DSM 20611 16S ribosomal RNA, partial sequence",Bacteroides pyogenes,204,204,99%,2e-52,81.50,1476,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_113048.1?report=genbank&log$=nucltop&blast_rank=93&RID=8SCGKPPM016"",""NR_113048.1"")"
"Bacteroides pyogenes strain CCUG 15419 16S ribosomal RNA, partial sequence",Bacteroides pyogenes,204,204,99%,2e-52,81.50,1477,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_113047.1?report=genbank&log$=nucltop&blast_rank=94&RID=8SCGKPPM016"",""NR_113047.1"")"
"Bacteroides pyogenes strain ATCC 35418 16S ribosomal RNA, partial sequence",Bacteroides pyogenes,204,204,99%,2e-52,81.50,1478,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_113046.1?report=genbank&log$=nucltop&blast_rank=95&RID=8SCGKPPM016"",""NR_113046.1"")"
"Bacteroides stercoris ATCC 43183 strain JCM 9496 16S ribosomal RNA, partial sequence",Bacteroides stercoris ATCC 43183,204,204,99%,2e-52,81.57,1476,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_112943.1?report=genbank&log$=nucltop&blast_rank=96&RID=8SCGKPPM016"",""NR_112943.1"")"
"Bacteroides eggerthii strain JCM 12986 16S ribosomal RNA, partial sequence",Bacteroides eggerthii,204,204,99%,2e-52,81.78,1488,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_112935.1?report=genbank&log$=nucltop&blast_rank=97&RID=8SCGKPPM016"",""NR_112935.1"")"
"Bacteroides cellulosilyticus strain JCM 15632 16S ribosomal RNA, partial sequence",Bacteroides cellulosilyticus,204,204,99%,2e-52,81.57,1473,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_112933.1?report=genbank&log$=nucltop&blast_rank=98&RID=8SCGKPPM016"",""NR_112933.1"")"
"Paludibacter jiangxiensis strain NM7 16S ribosomal RNA, partial sequence",Paludibacter jiangxiensis,204,204,99%,2e-52,81.57,1469,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_146018.1?report=genbank&log$=nucltop&blast_rank=99&RID=8SCGKPPM016"",""NR_146018.1"")"
"Dysgonomonas hofstadii strain MX 1040 16S ribosomal RNA, partial sequence",Dysgonomonas hofstadii,204,204,99%,2e-52,81.57,1504,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_116958.1?report=genbank&log$=nucltop&blast_rank=100&RID=8SCGKPPM016"",""NR_116958.1"")"



		


