Description,Scientific Name,Max Score,Total Score,Query Cover,E value,Per. ident,Acc. Len,Accession  
"Pontibacter ruber strain JC213 16S ribosomal RNA, partial sequence",Pontibacter ruber,209,209,99%,5e-54,82.03,1355,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_133823.1?report=genbank&log$=nucltop&blast_rank=87&RID=44RWUJPW013"",""NR_133823.1"")"
"Pontibacter chitinilyticus strain 17gy-14 16S ribosomal RNA, partial sequence",Pontibacter chitinilyticus,209,209,99%,5e-54,81.89,1487,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_164952.1?report=genbank&log$=nucltop&blast_rank=88&RID=44RWUJPW013"",""NR_164952.1"")"
"Nubsella zeaxanthinifaciens strain NBRC 102579 16S ribosomal RNA, partial sequence",Nubsella zeaxanthinifaciens,209,209,99%,5e-54,81.82,1445,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_114146.1?report=genbank&log$=nucltop&blast_rank=89&RID=44RWUJPW013"",""NR_114146.1"")"
"Mangroviflexus xiamenensis strain P2 16S ribosomal RNA, partial sequence",Mangroviflexus xiamenensis,209,209,99%,5e-54,81.89,1440,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_109309.1?report=genbank&log$=nucltop&blast_rank=90&RID=44RWUJPW013"",""NR_109309.1"")"
"Bacteroides caecicola strain C13EG70 16S ribosomal RNA, partial sequence",Bacteroides caecicola,209,209,99%,5e-54,81.96,1492,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_148821.1?report=genbank&log$=nucltop&blast_rank=91&RID=44RWUJPW013"",""NR_148821.1"")"
"Nubsella zeaxanthinifaciens strain TDMA-5 16S ribosomal RNA, partial sequence",Nubsella zeaxanthinifaciens,209,209,99%,5e-54,81.82,1422,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_041478.1?report=genbank&log$=nucltop&blast_rank=92&RID=44RWUJPW013"",""NR_041478.1"")"
"Porphyromonas canoris strain JCM 16132 16S ribosomal RNA, partial sequence",Porphyromonas canoris,209,209,99%,5e-54,81.96,1493,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_104686.1?report=genbank&log$=nucltop&blast_rank=93&RID=44RWUJPW013"",""NR_104686.1"")"
"Pontibacter locisalis strain Sy30 16S ribosomal RNA, partial sequence",Pontibacter locisalis,206,206,98%,6e-53,81.89,1446,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_146703.1?report=genbank&log$=nucltop&blast_rank=94&RID=44RWUJPW013"",""NR_146703.1"")"
"Parabacteroides merdae ATCC 43184 16S ribosomal RNA, partial sequence",Parabacteroides merdae ATCC 43184,204,204,99%,2e-52,81.57,1405,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_119166.1?report=genbank&log$=nucltop&blast_rank=95&RID=44RWUJPW013"",""NR_119166.1"")"
"Pedobacter zeae strain 22 16S ribosomal RNA, partial sequence",Pedobacter zeae,204,204,99%,2e-52,81.50,1480,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_156064.1?report=genbank&log$=nucltop&blast_rank=96&RID=44RWUJPW013"",""NR_156064.1"")"
"Pedobacter ureilyticus strain THG-T11 16S ribosomal RNA, partial sequence",Pedobacter ureilyticus,204,204,99%,2e-52,81.50,1408,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_134789.1?report=genbank&log$=nucltop&blast_rank=97&RID=44RWUJPW013"",""NR_134789.1"")"
"Pontibacter deserti strain JC215 16S ribosomal RNA, partial sequence",Pontibacter deserti,204,204,99%,2e-52,81.71,1369,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_133822.1?report=genbank&log$=nucltop&blast_rank=98&RID=44RWUJPW013"",""NR_133822.1"")"
"Dysgonomonas massiliensis strain Marseille-P4356 16S ribosomal RNA, partial sequence",Dysgonomonas massiliensis,204,204,99%,2e-52,81.57,1519,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_164950.1?report=genbank&log$=nucltop&blast_rank=99&RID=44RWUJPW013"",""NR_164950.1"")"
"Parapedobacter lycopersici strain T16R-256 16S ribosomal RNA, partial sequence",Parapedobacter lycopersici,204,204,99%,2e-52,81.64,1476,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_158085.1?report=genbank&log$=nucltop&blast_rank=100&RID=44RWUJPW013"",""NR_158085.1"")"



		


