Description,Scientific Name,Max Score,Total Score,Query Cover,E value,Per. ident,Acc. Len,Accession  
"Chryseobacterium frigidum strain D07 16S ribosomal RNA, partial sequence",Chryseobacterium frigidum,224,224,100%,2e-58,83.01,1409,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_148657.1?report=genbank&log$=nucltop&blast_rank=88&RID=44S26TUS013"",""NR_148657.1"")"
"Saccharicrinis carchari strain SS12 16S ribosomal RNA, partial sequence",Saccharicrinis carchari,224,224,100%,2e-58,82.75,1483,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_134164.1?report=genbank&log$=nucltop&blast_rank=89&RID=44S26TUS013"",""NR_134164.1"")"
"Dysgonomonas macrotermitis strain Dys-CH1 16S ribosomal RNA, partial sequence",Dysgonomonas macrotermitis,224,224,100%,2e-58,82.68,1419,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_134023.1?report=genbank&log$=nucltop&blast_rank=90&RID=44S26TUS013"",""NR_134023.1"")"
"Pontibacter brevis strain XAAS-2 16S ribosomal RNA, partial sequence",Pontibacter brevis,224,224,100%,2e-58,82.95,1489,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_159274.1?report=genbank&log$=nucltop&blast_rank=91&RID=44S26TUS013"",""NR_159274.1"")"
"Rufibacter quisquiliarum strain CAI-18b 16S ribosomal RNA, partial sequence",Rufibacter quisquiliarum,224,224,100%,2e-58,83.01,1434,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_153696.1?report=genbank&log$=nucltop&blast_rank=92&RID=44S26TUS013"",""NR_153696.1"")"
"Microbacter margulisiae strain ADRI 16S ribosomal RNA, partial sequence",Microbacter margulisiae,224,224,100%,2e-58,82.81,1368,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_126213.2?report=genbank&log$=nucltop&blast_rank=93&RID=44S26TUS013"",""NR_126213.2"")"
"Bacteroides luti strain UasXn-3 16S ribosomal RNA, partial sequence",Bacteroides luti,224,224,100%,2e-58,82.75,1442,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_125463.1?report=genbank&log$=nucltop&blast_rank=94&RID=44S26TUS013"",""NR_125463.1"")"
"Parapedobacter pyrenivorans strain P-4 16S ribosomal RNA, partial sequence",Parapedobacter pyrenivorans,224,224,100%,2e-58,82.88,1490,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_109750.1?report=genbank&log$=nucltop&blast_rank=95&RID=44S26TUS013"",""NR_109750.1"")"
"Echinicola rosea strain JL3085 16S ribosomal RNA, partial sequence",Echinicola rosea,224,224,100%,2e-58,82.81,1482,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_151964.1?report=genbank&log$=nucltop&blast_rank=96&RID=44S26TUS013"",""NR_151964.1"")"
"Porphyromonas gingivalis ATCC 33277 16S ribosomal RNA, partial sequence",Porphyromonas gingivalis ATCC 33277,224,224,100%,2e-58,82.81,1475,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_074234.1?report=genbank&log$=nucltop&blast_rank=97&RID=44S26TUS013"",""NR_074234.1"")"
"Pontibacter xinjiangensis strain 311-10 16S ribosomal RNA, partial sequence",Pontibacter xinjiangensis,224,224,100%,2e-58,82.95,1448,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_116530.1?report=genbank&log$=nucltop&blast_rank=98&RID=44S26TUS013"",""NR_116530.1"")"
"Pontibacter rhizosphera strain IMTB-1969 16S ribosomal RNA, partial sequence",Pontibacter rhizosphera,224,224,100%,2e-58,82.95,1467,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_132603.1?report=genbank&log$=nucltop&blast_rank=99&RID=44S26TUS013"",""NR_132603.1"")"
"Pontibacter korlensis strain X14-1 16S ribosomal RNA, partial sequence",Pontibacter korlensis,224,224,100%,2e-58,82.95,1435,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_044004.1?report=genbank&log$=nucltop&blast_rank=100&RID=44S26TUS013"",""NR_044004.1"")"



		


